編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPVPMLKMOHGGFAP76EB,坡道平面,1000000,23.00,地下二樓
RPWPMLKMOHGGFAP86EB,坡道平面,1000000,23.00,地下二樓
RPPQMLKMOHGGFAP88EB,坡道平面,1000000,23.00,地下二樓
RPVQMLKMOHGGFAP86EB,坡道平面,1000000,23.00,地下二樓
RPOQMLKMOHGGFAP78EB,坡道平面,1000000,23.00,地下二樓
RPQQMLKMOHGGFAP98EB,坡道平面,1000000,23.00,地下二樓
RPQRMLKMOHGGFAP09EB,坡道平面,1000000,23.00,地下二樓
RPXQMLKMOHGGFAP07EB,坡道平面,1000000,23.00,地下二樓
RPRRMLKMOHGGFAP56EB,坡道平面,1000000,23.00,地下二樓
RPSQMLKMOHGGFAP56EB,坡道平面,1000000,23.00,地下一樓
RPTRMLKMOHGGFAP76EB,坡道平面,1000000,23.00,地下二樓
RPVRMLKMOHGGFAP96EB,坡道平面,1000000,21.00,地下二樓
RPWRMLKMOHGGFAP07EB,坡道平面,1000000,23.00,地下一樓
RPOSMLKMOHGGFAP98EB,坡道平面,1000000,23.00,地下一樓
RPPSMLKMOHGGFAP09EB,坡道平面,600000,11.50,地下二樓
RPRSMLKMOHGGFAP66EB,坡道平面,1000000,23.00,地下一樓
RPQSMLKMOHGGFAP56EB,坡道平面,1000000,23.00,地下一樓
RPSRMLKMOHGGFAP66EB,坡道平面,1000000,23.00,地下二樓
RPSSMLKMOHGGFAP76EB,坡道平面,1000000,23.00,地下一樓
RPUSMLKMOHGGFAP96EB,坡道平面,1000000,23.00,地下一樓
RPXRMLKMOHGGFAP17EB,坡道平面,500000,11.50,地下二樓
RPTSMLKMOHGGFAP86EB,坡道平面,1000000,23.00,地下一樓
RPVSMLKMOHGGFAP07EB,坡道平面,500000,11.50,地下二樓
RPXSMLKMOHGGFAP27EB,坡道平面,1000000,23.00,地下一樓
RPSTMLKMOHGGFAP86EB,坡道平面,1000000,23.00,地下一樓
RPWSMLKMOHGGFAP17EB,坡道平面,1000000,23.00,地下二樓
RPOTMLKMOHGGFAP09EB,坡道平面,1000000,23.00,地下一樓
RPPTMLKMOHGGFAP56EB,坡道平面,1000000,23.00,地下二樓
RPTTMLKMOHGGFAP96EB,坡道平面,1000000,21.00,地下一樓
RPRTMLKMOHGGFAP76EB,坡道平面,1000000,23.00,地下一樓
RPVTMLKMOHGGFAP17EB,坡道平面,1000000,23.00,地下一樓
RPWTMLKMOHGGFAP27EB,坡道平面,1000000,23.00,地下一樓
RPUTMLKMOHGGFAP07EB,坡道平面,500000,11.50,地下二樓
RPQUMLKMOHGGFAP76EB,坡道平面,1000000,21.00,地下二樓
RPPUMLKMOHGGFAP66EB,坡道平面,500000,11.50,地下二樓
RPXTMLKMOHGGFAP37EB,坡道平面,1000000,23.00,地下二樓
RPSUMLKMOHGGFAP96EB,坡道平面,1000000,23.00,地下一樓
RPRUMLKMOHGGFAP86EB,坡道平面,1000000,23.00,地下二樓
RPTNMLKMPHGGFAP09EB,其他,350000,9.00,一樓
RPUNMLKMPHGGFAP56EB,其他,350000,9.00,一樓
RPVNMLKMPHGGFAP66EB,其他,350000,9.00,一樓
RPWNMLKMPHGGFAP76EB,其他,350000,9.00,一樓
RPPOMLKMPHGGFAP78EB,一樓平面,700000,16.00,一樓
RPOOMLKMPHGGFAP68EB,其他,350000,9.00,一樓
RPXNMLKMPHGGFAP86EB,其他,350000,9.00,一樓
RPUNMLKMPHGGFAP98CB,坡道機械,500000,9.58,地下一樓
RPTNMLKMPHGGFAP88CB,坡道機械,600000,9.58,地下一樓
RPTNMLPJQHGGFAP56CB,坡道平面,800000,31.51,地下二樓
RPSNMLPJQHGGFCP66CB,一樓平面,1000000,21.49,一樓
RPUNMLPJQHGGFAP66CB,坡道平面,800000,31.51,地下二樓
RPRNMLPJQHGGFCP56CB,一樓平面,800000,16.53,一樓
RPQNMLTJQHGGFAP66CB,坡道平面,800000,31.51,地下二樓
