編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWOMLLKOHGGFDB08CC,29,37.38,人行道、住宅、店舖,鋼筋混凝土造,81年7月29日,四層,
RPVOMLLKOHGGFDB97CC,46,56.03,住商用,加強磚造,64年8月14日,二層,
RPVOMLLKOHGGFDB97CC,46,7.85,住商用,加強磚造,64年8月14日,二層,
RPPSMLLKOHGGFBB57CC,40,78.08,住家用,鋼筋混凝土造,70年4月23日,五層,
RPPNMLMKOHGGFIB87CC,3,24.80,集合住宅,鋼筋混凝土造,107年1月19日,五層,
RPPNMLMKOHGGFIB87CC,3,8.26,本共有部分之項目有防空避難室兼停車空間、電信室、水箱、台電配電室、安全梯、昇降機間、消防機房及發電機室、管道間、樓梯間、水箱間等１０項,鋼筋混凝土造,107年1月19日,五層,
RPPNMLMKOHGGFIB87CC,3,6.97,本共有部分之項目有防空避難室兼停車空間、昇降機間、安全梯、陽台、汽車昇降機道、管理委員會使用空間、共用梯廳等７項。,鋼筋混凝土造,107年1月19日,五層,
RPTRMLLKOHGGFCB97CC,25,52.18,住家用,鋼筋混凝土造,85年5月9日,十四層,
RPTRMLLKOHGGFCB97CC,25,24.58,共有部份,鋼筋混凝土造,85年5月9日,十四層,
RPTRMLLKOHGGFCB97CC,25,6.85,共有部份,鋼筋混凝土造,85年5月9日,十四層,
RPSRMLLKOHGGFCB87CC,12,39.61,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPSRMLLKOHGGFCB87CC,12,22.27,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPSRMLLKOHGGFCB87CC,12,15.60,共有,鋼筋混凝土造,98年8月13日,二十六層,
RPPNNLLKOHGGFIB87CC,8,163.30,住宅、樓梯間,鋼筋混凝土造,102年10月31日,三層,
RPRRMLLKOHGGFCB77CC,25,89.39,集合住宅,鋼筋混凝土造,85年9月23日,十二層,
RPRRMLLKOHGGFCB77CC,25,48.89,共有部份,鋼筋混凝土造,85年9月23日,十二層,
RPQNMLLKOHGGFCB27CC,15,31.76,住家用,鋼筋混凝土造,95年11月24日,十四層,
RPQNMLLKOHGGFCB27CC,15,14.32,共用,鋼筋混凝土造,95年11月24日,十四層,
RPTOMLPKOHGGFIB68CC,3,24.80,集合住宅,鋼筋混凝土造,107年1月19日,五層,
RPTOMLPKOHGGFIB68CC,3,8.26,本共有部分之項目有防空避難室兼停車空間、電信室、水箱、台電配電室、安全梯、昇降機間、消防機房及發電機室、管道間、樓梯間、水箱間等１０項,鋼筋混凝土造,107年1月19日,五層,
RPTOMLPKOHGGFIB68CC,3,6.97,本共有部分之項目有防空避難室兼停車空間、昇降機間、安全梯、陽台、汽車昇降機道、管理委員會使用空間、共用梯廳等７項。,鋼筋混凝土造,107年1月19日,五層,
RPXNMLPKOHGGFFB68CC,1,62.48,集合住宅,鋼筋混凝土造,109年8月5日,十二層,
RPOOMLPKOHGGFFB87CC,23,150.53,住家用,鋼筋混凝土造,87年6月25日,三層,
RPTNMLPKOHGGFKB78CC,25,16.53,住家用,鋼筋混凝土造,84年12月21日,四層,
RPWNMLPKOHGGFDB38CC,28,142.68,住家用,鋼筋混凝土造,82年3月30日,十層,
RPWNMLPKOHGGFAB08CC,40,77.74,住家用,鋼筋混凝土造,70年8月12日,五層,
RPUOMLPKOHGGFAB97CC,25,25.45,集合住宅,鋼骨鋼筋混凝土造,85年1月19日,二十二層,
RPUOMLPKOHGGFAB97CC,25,2.42,樓梯間．機房．蓄水池,鋼骨鋼筋混凝土造,85年1月19日,二十二層,
RPUOMLPKOHGGFAB97CC,25,2.70,樓梯間,鋼骨鋼筋混凝土造,85年1月19日,二十二層,
RPUOMLPKOHGGFAB97CC,25,7.14,防空避難室兼停車空間．走道,鋼骨鋼筋混凝土造,85年1月19日,二十二層,
RPUOMLPKOHGGFAB97CC,25,8.94,走道,鋼筋混凝土造,85年1月19日,二十二層,
RPSNMLLKOHGGFAB27CC,40,74.45,住家用,加強磚造,70年5月12日,五層,
