編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPPNMLLKKIGGFAT38CB,坡道平面,1200000,20.87,地下一樓
RPQNMLLKKIGGFAT48CB,坡道平面,1200000,20.87,地下一樓
RPPNMLNKKIGGFAT58CB,坡道平面,1200000,27.00,地下二樓
RPQNMLNKKIGGFAT68CB,坡道平面,1200000,27.00,地下二樓
RPRNMLNKKIGGFAT78CB,坡道平面,1300000,27.00,地下一樓
RPSNMLNKKIGGFAT88CB,坡道平面,1200000,27.00,地下二樓
RPQNMLQKKIGGFAT98CB,坡道平面,1200000,20.87,地下一樓
RPPNMLQKKIGGFAT88CB,坡道平面,1200000,20.87,地下一樓
RPPNMLRKKIGGFAT98CB,一樓平面,800000,13.75,一樓
RPRNMLQKKIGGFAT09CB,坡道平面,1200000,20.87,地下一樓
RPQNMLRKKIGGFAT09CB,一樓平面,700000,12.65,一樓
RPSNMLRKKIGGFAT66CB,一樓平面,700000,13.75,一樓
RPRNMLRKKIGGFAT56CB,一樓平面,800000,13.75,一樓
RPUNMLRKKIGGFAT86CB,一樓平面,800000,13.75,一樓
RPVNMLRKKIGGFAT96CB,一樓平面,1000000,21.00,一樓
RPXNMLRKKIGGFAT17CB,一樓平面,800000,13.75,一樓
RPPOMLRKKIGGFAT09CB,一樓平面,700000,13.75,一樓
RPSOMLRKKIGGFAT76CB,一樓平面,800000,13.75,一樓
RPQOMLRKKIGGFAT56CB,一樓平面,700000,12.65,一樓
RPTOMLRKKIGGFAT86CB,一樓平面,800000,13.75,一樓
RPUOMLRKKIGGFAT96CB,一樓平面,800000,13.75,一樓
RPWOMLRKKIGGFAT17CB,一樓平面,700000,12.65,一樓
RPVOMLRKKIGGFAT07CB,一樓平面,800000,13.75,一樓
RPXOMLRKKIGGFAT27CB,一樓平面,700000,15.00,一樓
RPOPMLRKKIGGFAT09CB,一樓平面,800000,13.75,一樓
RPRPMLRKKIGGFAT76CB,一樓平面,800000,13.75,一樓
RPQPMLRKKIGGFAT66CB,一樓平面,800000,13.75,一樓
RPUPMLRKKIGGFAT07CB,一樓平面,800000,13.75,一樓
RPWPMLRKKIGGFAT27CB,一樓平面,800000,13.75,一樓
RPPOMLKLKIGGFAT48CB,坡道平面,1200000,27.00,地下二樓
RPXPMLRKKIGGFAT37CB,一樓平面,1250000,20.87,一樓
RPOOMLKLKIGGFAT38CB,坡道平面,1200000,27.00,地下二樓
RPRNMLLLKIGGFAT68CB,一樓平面,1000000,13.75,一樓
RPSNMLLLKIGGFAT78CB,一樓平面,1000000,13.75,一樓
RPQNMLLLKIGGFDT98DB,一樓平面,780000,9.95,一樓
RPRNMLLLKIGGFDT09DB,一樓平面,780000,9.95,一樓
RPPNMLNLKIGGFAT68CB,坡道平面,1300000,42.52,地下一樓
RPPNMLQLKIGGFDT66CB,其他,500000,10.39,一樓
