鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,建物,臺北市中山區合江街６１巷４５號１樓,0.0,商,,,1101129,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631127,69.53,0,0,0,無,無,無,50062,720,,0.0,0,含管理費、稅金或水電等費用。；,RPPNMLLKKIGGFCA76CC
松山區,建物,臺北市松山區慶城街７１號１４樓,0.0,住,,,1101126,土地0建物1車位1,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761230,238.34,4,2,2,有,有,有,85000,357,坡道平面,0.0,0,,RPPNMLLKKIGGFDA86CC
信義區,建物,臺北市信義區信義路５段１２７號１７樓之１０,0.0,其他,,,1101130,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,86.07,1,1,1,有,有,有,42500,494,,0.0,0,,RPQNMLLKKIGGFDA96CC
北投區,建物,臺北市北投區裕民二路６９號７樓,0.0,商,,,1101119,土地0建物1車位0,七層,19,住宅大樓(11層含以上有電梯),自由業事務所,鋼筋混凝土造,1021108,100.1,2,1,1,有,有,有,47000,470,,0.0,0,,RPPNMLLKKIGGFEA96CC
士林區,建物,臺北市士林區士東路８９巷１４號三樓,0.0,住,,,1101130,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021007,167.39,3,2,2,有,有,有,87000,520,,0.0,0,續租。；,RPRNMLLKKIGGFEA17CC
士林區,建物,臺北市士林區中正路２４９之３號,0.0,商,,,1101210,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0730105,53.4,0,0,0,無,無,無,158000,2959,,0.0,0,1.門牌租賃範圍為一樓部分約15坪2.租金前3年158000元，後3年174195元,RPUNMLNKKIGGFEA67CC
萬華區,建物,臺北市萬華區昆明街１０８號,0.0,商,,,1101030,土地0建物2車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0580804,113.96,0,0,0,無,無,無,65000,570,,0.0,0,2樓及3樓,RPTNMLNKKIGGFBA27CC
大同區,建物,臺北市大同區南京西路１９９之１號五樓,0.0,商,,,1101115,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780406,96.64999999999999,0,0,0,無,有,無,39822,412,,0.0,0,,RPXOMLNKKIGGFBA77CC
萬華區,建物,臺北市萬華區西寧南路２１９號８樓,0.0,其他,,,1101122,土地0建物0車位0,八層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0620303,26.26,1,0,1,有,無,有,11000,419,,0.0,0,此為分租套房，第8層共分成8間，一間平均面積約為26.26平方公尺。水雜費＄200，垃圾費＄600，由承租人負擔,RPOPMLNKKIGGFBA96CC
