鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
苑裡鎮,房地(土地+建物)+車位,苗栗縣苑裡鎮客庄里29鄰客庄76之50號旁,36.91,住,,,1101115,土地1建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.0,2,2,2,有,無,6000000,58537,一樓平面,13.75,600000,,RPPNMLMKKIGGFCK87DB,尊爵名門-新興大廈,第一棟棟475-16地號
竹南鎮,房地(土地+建物),苗栗縣竹南鎮仁愛路,27.01,,一般農業區,甲種建築用地,1101127,土地4建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,65.86,2,2,2,有,無,4430000,67264,,0.0,0,,RPPNMLMKKIGGFDK87CB,旭海,C棟1號
竹南鎮,房地(土地+建物),苗栗縣竹南鎮仁愛路,87.9,,一般農業區,甲種建築用地,1101123,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,155.84,4,2,3,有,無,8620000,55313,,0.0,0,,RPQNMLMKKIGGFDK97CB,旭海,B棟8號
竹南鎮,房地(土地+建物),苗栗縣竹南鎮仁愛路,104.39,,一般農業區,甲種建築用地,1101122,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,155.84,4,2,3,有,無,8960000,57495,,0.0,0,,RPRNMLMKKIGGFDK08CB,旭海,A棟3號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市文發路121巷,35.8,住,,,1101207,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.97,3,2,2,有,無,7180000,44883,一樓平面,23.34,0,建築基地坐落於文發段1216、1216-1兩筆地號，但本戶未持分1216-1，故不列入土地標的清冊。,RPPNMLNKKIGGFBK77CB,文山1號苑,A3號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市文發路121巷,35.72,住,,,1101208,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.41,3,2,2,有,無,7180000,45325,坡道平面,22.09,0,建築基地坐落於文發段1216、1216-1兩筆地號，但本戶未持分1216-1，故不列入土地標的清冊。,RPQNMLNKKIGGFBK87CB,文山1號苑,A5號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路,28.5,住,,,1101114,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.72,3,2,2,有,無,7900000,55919,一樓平面,13.75,800000,,RPRNMLNKKIGGFBK97CB,璀璨,F-7F號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路,28.5,住,,,1101114,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.72,3,2,2,有,無,7720000,54501,坡道平面,13.75,800000,,RPSNMLNKKIGGFBK08CB,璀璨,B-3F號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路,28.5,住,,,1101120,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.72,3,2,2,有,無,8080000,57336,坡道平面,13.75,800000,,RPTNMLNKKIGGFBK18CB,璀璨,B-6F號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路,42.65,住,,,1101206,土地1建物1車位2,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,207.72,4,2,3,有,無,10960000,54711,坡道平面,27.5,1100000,,RPUNMLNKKIGGFBK28CB,璀璨,D-8F號
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮鎮安十路,79.66,,特定農業區,甲種建築用地,1101013,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,179.72,4,2,4,有,無,9100000,50634,,0.0,0,,RPRNMLNKKIGGFCK08CB,拾苑,E棟E號
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮鎮安十路,87.06,,特定農業區,甲種建築用地,1101126,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,179.72,4,2,4,有,無,9180000,51079,,0.0,0,,RPSNMLNKKIGGFCK18CB,拾苑,F棟F號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市維祥街1巷15弄,33.28,,鄉村區,乙種建築用地,1101130,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.36,2,1,1,有,無,5200000,53369,坡道機械,10.42,400000,,RPQNMLOKKIGGFBK08DB,桐芯園,A棟5號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市文發路121巷,35.72,住,,,1101207,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.41,3,2,2,有,無,6980000,44063,坡道平面,22.09,0,建築基地坐落於文發段1216、1216-1兩筆地號，但本戶未持分1216-1，故不列入土地標的清冊。,RPPNMLOKKIGGFBK87CB,文山1號苑,A5號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市文發路121巷,35.7,住,,,1101210,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.41,3,2,2,有,無,7380000,46588,一樓平面,22.09,0,,RPQNMLOKKIGGFBK97CB,文山1號苑,A5號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,28.82,住,,,1101213,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.98,3,2,2,有,無,11650000,82702,坡道平面,31.6,950000,,RPPOMLOKKIGGFFK38CB,昌隆廣場-上慶,A1棟7F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,28.29,住,,,1101213,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.64,3,2,2,有,無,11000000,77710,坡道平面,31.6,1050000,,RPQOMLOKKIGGFFK48CB,昌隆廣場-上慶,A2棟15F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,19.91,住,,,1101213,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2,2,1,有,無,8380000,80891,坡道平面,31.6,1150000,,RPROMLOKKIGGFFK58CB,昌隆廣場-上慶,A3棟03F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,28.29,住,,,1101213,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.34,3,2,2,有,無,11880000,83999,坡道平面,31.6,1150000,,RPSOMLOKKIGGFFK68CB,昌隆廣場-上慶,B1棟08F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,20.43,住,,,1101213,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.36,2,2,1,有,無,8750000,82825,坡道平面,31.6,1150000,,RPTOMLOKKIGGFFK78CB,昌隆廣場-上慶,C1棟05F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,20.43,住,,,1101213,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.36,2,2,1,有,無,8800000,83370,坡道平面,31.6,1150000,,RPUOMLOKKIGGFFK88CB,昌隆廣場-上慶,C1棟08F號
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段41地號,19.39,住,,,1101213,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.73,2,2,1,有,無,8200000,81853,坡道平面,31.6,1150000,,RPVOMLOKKIGGFFK98CB,昌隆廣場-上慶,D2棟09F號
頭份市,房地(土地+建物),苗栗縣頭份市中正一路,20.62,住,,,1101127,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.67,2,1,1,有,無,3200000,47998,,0.0,0,,RPPNMLPKKIGGFFK48DB,安宬吉品2,A棟1號
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市文發路121巷,35.07,住,,,1101213,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.13,3,2,2,有,無,7080000,45058,坡道平面,23.34,0,,RPPNMLPKKIGGFBK97CB,文山1號苑,A2號
