鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永安路,43.54,,特定農業區,甲種建築用地,1101201,土地2建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.15,2,1,2,有,無,5700000,55259,一樓平面,11.32,0,土地總價包含農地 一萬元整,RPPNMLMKKIGGFAG17CB,長堤NO.10,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永安路,43.54,,特定農業區,甲種建築用地,1101210,土地2建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.15,2,1,2,有,無,6000000,58168,一樓平面,11.32,0,土地總價包含農地 一萬元整,RPQNMLMKKIGGFAG27CB,長堤NO.10,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永安路,42.52,,特定農業區,甲種建築用地,1101129,土地2建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.84,2,1,2,有,無,5800000,57517,一樓平面,11.32,0,土地總價包含農地 一萬元整,RPRNMLMKKIGGFAG37CB,長堤NO.10,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大埔一路,102.77,,特定農業區,甲種建築用地,1101205,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,162.96,4,2,3,有,無,8060000,49460,,0.0,0,,RPTNMLNKKIGGFAG77DB,達觀,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉冬山路三段181巷238弄,106.58,,特定農業區,甲種建築用地,1101120,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,206.84,4,2,5,有,無,13980000,67588,,0.0,0,,RPQNMLNKKIGGFAG37CB,青庭,
壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉大福路一段62巷,104.37,,一般農業區,甲種建築用地,1101210,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,183.76,4,1,5,有,無,7450000,40542,,0.0,0,,RPTNMLNKKIGGFBG77CB,青靜別墅,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中山路五段,85.03,住,,,1101129,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,138.94,4,2,3,有,無,8800000,63337,,0.0,0,,RPUNMLNKKIGGFBG87CB,新生天下,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市東津二路,39.99,,特定農業區,甲種建築用地,1101205,土地1建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.1,2,2,2,有,無,5950000,57927,一樓平面,13.88,550000,,RPRTMLOKKIGGFBG28CB,華薌臻綻,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市東津二路,39.99,,特定農業區,甲種建築用地,1101120,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.1,2,2,2,有,無,5800000,56318,一樓平面,13.88,550000,,RPSTMLOKKIGGFBG38CB,華薌臻綻,
