編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLLKRHGGFAH58CC,26,28.71,住家用,鋼骨造,84年9月26日,十五層,
RPQOMLLKRHGGFAH08CC,26,60.62,住家用,鋼筋混凝土造,84年12月15日,十七層,
RPOOMLLKRHGGFAH87CC,27,88.88,住家用,鋼筋混凝土造,83年10月26日,十六層,
RPOOMLLKRHGGFAH87CC,27,.51,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPWNMLLKRHGGFAH58CC,26,12.07,共有部份,鋼骨造,84年9月26日,十五層,
RPQOMLLKRHGGFAH08CC,26,12.41,共有部份,鋼筋混凝土造,84年12月15日,十八層,
RPOOMLLKRHGGFAH87CC,27,36.05,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPWNMLLKRHGGFAH58CC,26,4.71,共有部份,鋼骨造,84年9月26日,十五層,
RPOOMLLKRHGGFAH87CC,27,13.96,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPOOMLLKRHGGFAH87CC,27,4.33,共有部份,鋼筋混凝土造,83年10月26日,十六層,
RPUPMLLKRHGGFAH58CC,34,109.08,住家用,鋼筋混凝土造,77年1月14日,五層,
RPUPMLLKRHGGFAH58CC,34,6.62,共有部份,鋼筋混凝土造,77年1月14日,五層,
RPUPMLLKRHGGFAH58CC,34,1.04,共有部份,鋼筋混凝土造,77年1月14日,五層,
RPVNMLLKRHGGFBH58CC,32,29.24,住家用,鋼筋混凝土造,78年5月20日,七層,
RPVNMLLKRHGGFBH58CC,32,4.42,共有部份,鋼筋混凝土造,78年5月20日,七層,
RPVNMLLKRHGGFBH58CC,32,8.24,共有部份,鋼筋混凝土造,78年5月20日,七層,
RPVPMLLKRHGGFAH68CC,6,77.93,住家用,鋼筋混凝土造,104年4月30日,十五層,
RPVPMLLKRHGGFAH68CC,6,47.04,本共有部分之項目有（防空避難室兼停車空間、停車空間）等２項。,鋼筋混凝土造,104年4月30日,十五層,
RPVPMLLKRHGGFAH68CC,6,19.99,本共有部分之項目有（管委會空間、機械室、梯間、水箱）等４項。,鋼筋混凝土造,104年4月30日,十五層,
RPXNMLLKRHGGFBH78CC,3,67.12,集合住宅,鋼筋混凝土造,107年7月5日,五層,
RPXNMLLKRHGGFBH78CC,3,13.63,本共有部分之項目有：集合住宅（附屬管委會使用空間）、樓梯間、機房、水箱。,鋼筋混凝土造,107年7月5日,五層,
RPWNMLLKRHGGFBH68CC,3,42.42,住家用,鋼筋混凝土造,108年1月11日,五層,
RPWNMLLKRHGGFBH68CC,3,14.89,本共有部分之項目有：停車空間、樓梯間、梯廳及機房等四項。,鋼筋混凝土造,108年1月11日,五層,
RPUOMLLKRHGGFBH58CC,20,107.16,住家用,鋼筋混凝土造,90年6月22日,七層,
RPUOMLLKRHGGFBH58CC,20,14.77,共有部份,鋼筋混凝土造,90年6月22日,七層,
RPUOMLLKRHGGFBH58CC,20,15.22,共有部份,鋼筋混凝土造,90年6月22日,七層,
RPUPMLLKRHGGFBH68CC,48,47.88,住家用,磚造,62年12月4日,一層,
RPTPMLLKRHGGFBH58CC,5,66.09,集合住宅,鋼筋混凝土造,106年3月2日,十四層,
RPTPMLLKRHGGFBH58CC,5,35.43,本建物共有部分之項目有：集合住宅（附屬停車空間、防空避難室、公共服務空間、門廳、管理委員會空間、機電設備空間）,鋼筋混凝土造,106年3月2日,十四層,
RPROMLLKRHGGFBH28CC,2,87.86,集合住宅,鋼筋混凝土造,108年9月16日,十層,
RPROMLLKRHGGFBH28CC,2,79.01,本共有部分之項目有：停車空間、蓄水池、消防幫浦室、汙水及雨水回收機房、梯間、防空避難室兼停車空間、台電配電場所、電信室、垃圾處理室、發電機室、管委會使用空間、機房、水箱、噴灌機房及車道等十五項。,鋼筋混凝土造,108年9月16日,十層,
RPXPMLLKRHGGFBH98CC,31,111.94,住家用,鋼筋混凝土造,80年1月30日,七層,
RPWQMLLKRHGGFBH98CC,29,63.64,辦公室,鋼筋混凝土造,81年3月14日,十二層,
RPWQMLLKRHGGFBH98CC,29,18.79,共有部份,鋼筋混凝土造,81年3月14日,十二層,
RPSQMLLKRHGGFBH58CC,31,109.20,住家用,鋼筋混凝土造,79年12月1日,五層,
RPSQMLLKRHGGFBH58CC,31,9.56,共有部份,鋼筋混凝土造,79年12月1日,五層,
RPORMLLKRHGGFBH28CC,26,36.02,住家用,鋼筋混凝土造,84年8月2日,六層,
RPORMLLKRHGGFBH28CC,26,12.39,住家用,鋼筋混凝土造,84年8月2日,六層,
RPXQMLLKRHGGFBH09CC,34,130.47,住家用,鋼筋混凝土造,76年8月19日,二層,
RPPNMLLKRHGGFGH48CC,42,88.62,住家用,加強磚造,68年12月27日,二層,
RPRNMLLKRHGGFFH58CC,36,75.65,住家用,鋼筋混凝土造,74年6月19日,四層,
RPTNMLLKRHGGFGH88CC,9,85.64,住家用,鋼筋混凝土造,101年4月5日,五層,
RPTNMLLKRHGGFGH88CC,9,7.18,共有部份,鋼筋混凝土造,101年4月5日,五層,
RPTNMLLKRHGGFGH88CC,,11.56,共有部份,鋼筋混凝土造,,五層,
RPUOMLLKRHGGFDH78CC,45,59.84,住家用,加強磚造,65年10月18日,二層,
RPSNMLLKRHGGFCH38CC,42,96.12,住家用,加強磚造,68年6月13日,二層,
RPTPMLLKRHGGFAH58DC,13,76.07,店舖、住宅（附屬屋頂突出物）,鋼筋混凝土造,97年10月6日,五層,
RPRNMLMKRHGGFFH68CC,41,22.57,住家用,加強磚造,69年12月2日,二層,
RPPNMLMKRHGGFFH48CC,37,16.67,住家用,鋼筋混凝土造,73年10月20日,三層,
RPSNMLMKRHGGFFH78CC,27,21.99,車庫，住宅,鋼筋混凝土造,83年6月18日,四層,
RPQNMLMKRHGGFFH58CC,41,22.57,住家用,加強磚造,69年12月2日,二層,
RPPNMLMKRHGGFBH08CC,51,25.20,住家用,加強磚造,59年4月10日,二層,
RPTNMLMKRHGGFAH38CC,32,18.85,防空避難室﹐住宅,鋼筋混凝土造,78年6月19日,五層,
RPSNMLMKRHGGFAH28CC,46,38.88,住家用,加強磚造,64年10月6日,三層,
RPUNMLMKRHGGFAH48CC,32,18.85,防空避難室﹐住宅,鋼筋混凝土造,78年6月19日,五層,
RPWOMLNKRHGGFAH88CC,41,26.08,住家用,鋼筋混凝土造,69年8月20日,六層,
RPWOMLNKRHGGFAH88CC,41,1.60,共有部份,鋼筋混凝土造,69年8月20日,六層,
RPXOMLNKRHGGFAH98CC,6,68.64,住家用,鋼筋混凝土造,104年9月15日,十一層,
RPXOMLNKRHGGFAH98CC,6,59.61,本共有部分之項目有附屬（停車空間兼防空避難室、停車空間、梯間、機械室、水箱）等５項。,鋼筋混凝土造,104年9月15日,十一層,
RPVNMLMKRHGGFAH58CC,32,18.85,防空避難室﹐住宅,鋼筋混凝土造,78年6月19日,五層,
RPVPMLNKRHGGFAH88CC,24,63.51,住家用,鋼筋混凝土造,86年10月20日,十四層,
RPVPMLNKRHGGFAH88CC,24,5.85,共有部份,鋼筋混凝土造,86年10月20日,十四層,
RPVPMLNKRHGGFAH88CC,24,1.16,共有部份,鋼筋混凝土造,86年10月20日,十四層,
RPWPMLNKRHGGFAH98CC,24,62.30,住家用,鋼筋混凝土造,86年9月1日,十七層,
RPWPMLNKRHGGFAH98CC,24,4.94,共有部份,鋼筋混凝土造,86年9月1日,十七層,
RPWOMLNKRHGGFBH98CC,22,231.25,集合住宅、店舖、車庫,鋼筋混凝土造,88年11月30日,五層,
RPWPMLNKRHGGFAH98CC,24,12.18,共有部份,鋼筋混凝土造,86年9月1日,十七層,
RPSPMLNKRHGGFBH68CC,16,80.84,集合住宅、設備空間,鋼筋混凝土造,94年8月24日,十二層,
RPSPMLNKRHGGFBH68CC,16,38.92,共有部份,鋼筋混凝土造,94年8月24日,十二層,
RPXPMLNKRHGGFBH56CC,2,58.20,集合住宅,鋼筋混凝土造,108年11月14日,十五層,
