鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
秀水鄉,土地,秀水段307地號,1194.0,農,,,1100901,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,60000,50,,0.0,0,含增建或未登記建物。；,RPPNMLOKRHGGFAN78CC
二林鎮,房地(土地+建物),彰化縣二林鎮仁愛路３１１號,114.0,住,,,1100913,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0840705,245.71,3,3,3,有,無,有,18000,73,,0.0,0,,RPUNMLPKRHGGFGN37CC
員林市,房地(土地+建物),彰化縣員林市中山路二段１２１號,87.66,商,,,1100909,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0731027,136.44,0,0,0,無,無,無,36000,264,,0.0,0,,RPQNMLQKRHGGFDN76CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮鹿工路２９-２號.２９-３號,17600.92,工,工業區,丁種建築用地,1100913,土地2建物3車位0,見其他登記事項,1,工廠,廠房,鋼骨造、鋼筋混凝土造,1090210,5729.7,0,0,0,無,無,無,650000,,,0.0,0,含管理費、稅金或水電等費用。；租期為5年1個月10天,RPQNMLQKRHGGFCN66CC
彰化市,建物,彰化縣彰化市旭光路２８巷１１號五樓,0.0,住,,,1100924,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,88.07,4,1,2,有,無,有,8500,97,,0.0,0,,RPTNMLKMRHGGFAN98CC
彰化市,房地(土地+建物),彰化縣彰化市旭光路２１５號１３樓之一,3.85,住,,,1101001,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850321,18.69,1,0,1,有,有,無,6500,348,,0.0,0,,RPXNMLLJIIGGFAN38CC
彰化市,建物,彰化縣彰化市南路３３號,0.0,其他,,,1101002,土地0建物1車位0,一層,1,店面(店鋪),住家用,磚、土骨造,0210101,104.36,1,1,1,有,無,無,13000,125,,0.0,0,,RPOOMLQJIIGGFAN08CC
北斗鎮,房地(土地+建物),彰化縣北斗鎮中華路３６８號,75.0,住,,,1100809,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0830506,201.62,0,0,0,無,無,無,63000,312,,0.0,0,外牆作為廣告使用。；,RPVNMLRJIIGGFFN66CC
員林市,房地(土地+建物),彰化縣員林市中山路一段３８４號,190.0,住,,,1100925,土地2建物1車位0,見其他登記事項,2,店面(店鋪),住家用,鋼筋混凝土造,0730709,156.92,0,0,0,無,無,有,24000,153,,0.0,0,,RPXNMLMKIIGGFDN88CC
