編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLLKRHGGFDF38CC,25,29.63,住家用,鋼骨鋼筋混凝土造,85年7月10日,二十四層,
RPOPMLLKRHGGFEF18CC,3,65.59,住家用,鋼筋混凝土造,107年5月25日,二十九層,
RPOPMLLKRHGGFEF18CC,3,33.10,本共有部分之項目有：梯廳、排煙室、樓電梯間、騎樓、管委會使用空間、人行通廊、頂蓋式通廊、走道、防災中心、游泳池機房、陽台、男女更衣室、ＳＰＡ池區、機械室、消防中繼機械房、樓梯間、水箱、中繼消防水箱、泵浦區、台電配電室、受電箱通道、電錶區、昇降機坑、緊急發電機室、垃圾儲藏室、儲油室、停車空間、台電通道、汙排水轉、消防中繼機房、電錶室、變電室、電信室、機房、泳池專用水箱、游泳池揚水泵浦機房、排風機房、消防中繼水箱、防空避難室兼停車空間、雨水過濾機房、消防幫浦室等４１項,鋼筋混凝土造,107年5月25日,二十九層,
RPWPMLLKRHGGFGF56CC,13,96.48,住家用,鋼筋混凝土造,97年2月29日,十四層,
RPWPMLLKRHGGFGF56CC,13,26.24,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPWPMLLKRHGGFGF56CC,13,10.65,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPXNMLLKRHGGFEF88CC,14,22.61,住家用,鋼筋混凝土造,96年10月2日,十四層,
RPXNMLLKRHGGFEF88CC,14,11.23,共有部份,鋼筋混凝土造,96年10月2日,十四層,
RPOPMLLKRHGGFGF38CC,40,24.25,商業用,鋼筋混凝土造,70年10月13日,六層,
RPRQMLLKRHGGFGF78CC,34,22.74,廠房﹐防空避難室﹐辦公室﹐宿舍,鋼筋混凝土造,76年8月6日,三層,
RPPOMLLKRHGGFBF87CC,20,48.16,住家用,鋼筋混凝土造,90年6月11日,十四層,
RPPOMLLKRHGGFBF87CC,20,13.28,共有部分,鋼筋混凝土造,90年6月11日,十四層,
RPPOMLLKRHGGFBF87CC,20,45.09,共有部分,鋼筋混凝土造,90年6月11日,十四層,
RPOQMLLKRHGGFGF48CC,43,72.00,住家用,鋼筋混凝土造,67年10月3日,四層,
RPXPMLLKRHGGFGF66CC,43,72.00,住家用,鋼筋混凝土造,67年10月3日,四層,
RPPQMLLKRHGGFGF58CC,26,154.75,工業用,鋼筋混凝土造,84年10月19日,十三層,
RPPQMLLKRHGGFGF58CC,26,55.76,共有部分,鋼筋混凝土造,84年10月19日,十三層,
RPPQMLLKRHGGFGF58CC,26,10.22,共有部分,鋼筋混凝土造,84年10月19日,十三層,
RPPQMLLKRHGGFGF58CC,26,49.17,共有部分,鋼筋混凝土造,84年10月19日,十三層,
RPUNMLLKRHGGFCF38CC,,108.13,住家用,加強磚造,,四層,
RPPPMLLKRHGGFCF08CC,25,103.53,住家用,鋼筋混凝土造,86年2月20日,四層,
RPPPMLLKRHGGFCF08CC,25,28.01,共有部份,鋼筋混凝土造,86年2月20日,四層,
RPQOMLLKRHGGFCF08CC,40,15.00,住家用,鋼筋混凝土造,70年12月31日,五層,
RPRRMLLKRHGGFHF98CC,5,80.17,集合住宅,鋼筋混凝土構造,106年1月20日,十五層,
RPRRMLLKRHGGFHF98CC,5,12.98,共有部分；本共有部分項目有：梯廳、電樓梯間、樓梯間、交誼室、管委會使用空間、安全梯、機電、屋頂突出物〈電樓梯間、機房、生活水箱、安全梯〉、汽排機房、台電配電室、垃圾資源回收室、自行車、機車道、汽車車道、緊急發電機室、網路機房、機房、泵浦室、雨水機房、陽台、公共服務空間等２１項。,鋼筋混凝土構造,106年1月20日,十五層,
RPRRMLLKRHGGFHF98CC,5,21.21,共有部分；本共有部分項目有：電樓梯間、走廊、管委會使用空間、機房等４項。,鋼筋混凝土構造,106年1月20日,十五層,
RPUOMLLKRHGGFCF48CC,21,118.79,住家用,鋼筋混凝土造,89年12月15日,五層,
RPUOMLLKRHGGFCF48CC,21,22.21,共有部份,鋼筋混凝土造,89年12月15日,五層,
RPQNMLLKRHGGFIF58CC,15,182.72,住家用,鋼筋混凝土造,95年11月1日,十九層,
RPSOMLLKRHGGFCF28CC,40,15.00,住家用,鋼筋混凝土造,70年12月31日,五層,
RPTNMLLKRHGGFAF28EC,27,65.75,住家用,鋼筋混凝土造,83年2月5日,十二層,
RPTNMLLKRHGGFAF28EC,27,11.05,共有部分,鋼筋混凝土造,83年2月5日,十二層,
RPPNMLLKRHGGFIF48CC,14,168.20,住家用,鋼筋混凝土造,97年1月31日,十四層,
RPSNMLLKRHGGFAF18EC,13,52.12,住家用,鋼筋混凝土造,97年11月19日,二十四層,
RPSNMLLKRHGGFAF18EC,13,9.79,共有部分,鋼筋混凝土造,97年11月19日,二十四層,
RPSNMLLKRHGGFAF18EC,13,3.59,共有部分,鋼筋混凝土造,97年11月19日,二十四層,
RPSNMLLKRHGGFAF18EC,13,13.82,共有部分,鋼筋混凝土造,97年11月19日,二十四層,
RPPNMLMKRHGGFHF48CC,48,58.85,住家用,加強磚造,62年5月29日,五層,
RPTQMLNKRHGGFHF66CC,23,35.42,住家用,鋼筋混凝土造,87年12月30日,十四層,
RPTQMLNKRHGGFHF66CC,23,8.87,共有部分,鋼筋混凝土造,87年12月30日,十四層,
RPTQMLNKRHGGFHF66CC,23,2.98,共有部分,鋼筋混凝土造,87年12月30日,十四層,
RPRPMLNKRHGGFGF88CC,44,28.00,住家用,鋼筋混凝土造,67年1月14日,五層,
RPRPMLNKRHGGFGF88CC,44,8.26,共有部分,鋼筋混凝土造,67年1月14日,五層,
RPWPMLNKRHGGFEF56CC,12,77.71,住家用,鋼筋混凝土造,98年5月6日,五層,
RPWPMLNKRHGGFEF56CC,12,26.61,共有部份,鋼筋混凝土造,98年5月6日,五層,
RPXPMLNKRHGGFHF96CC,44,96.55,住家用,鋼筋混凝土造,67年1月17日,五層,
RPPRMLNKRHGGFEF68CC,2,59.98,住家用,鋼筋混凝土造,108年3月6日,二十三層,
RPPRMLNKRHGGFEF68CC,2,25.72,本共有部分之項目有管委會使用空間、梯廳、中繼機房、自來水箱、電梯機房、樓梯間、緊急昇降機間、排煙室、消防水箱、特別安全梯、停車空間、安全梯、陽台、緊急昇降機、無障礙兼緊急昇降機、公共台電配電室、台電配電室、安全梯間、電氣機房、機房、垃圾儲藏空間、垃圾車停車位、緊急發電機室、大公共棟緊急發電機室、水箱、管道間、昇降機間、電信機房、消防泵浦室、戶外安全梯、昇降機、無障礙昇降機、無障礙樓梯間、防空避難室兼停車空間、溫泉水箱、汙水機房、昇降機無障礙、防災中心、裝卸車位、水表室、受水池等４１項,鋼筋混凝土造,108年3月6日,二十三層,
RPPPMLNKRHGGFEF48CC,22,32.78,辦公室,鋼骨鋼筋混凝土造,88年8月11日,三十一層,
RPPPMLNKRHGGFEF48CC,22,5.70,共有部份,鋼骨鋼筋混凝土造,88年8月11日,三十一層,
RPPPMLNKRHGGFEF48CC,22,3.11,共有部份,鋼骨鋼筋混凝土造,88年8月11日,三十一層,
RPOQMLNKRHGGFEF48CC,29,54.71,住家用,鋼筋混凝土造,81年5月8日,十二層,
RPOQMLNKRHGGFEF48CC,25,16.28,住家用,鋼筋混凝土造,85年9月12日,十二層,
RPQPMLNKRHGGFEF58CC,2,57.15,住家用,鋼筋混凝土造,108年7月29日,十一層,
RPQPMLNKRHGGFEF58CC,2,58.51,管委會使用空間、門廳、自行車停車區、梯廳、梯間、消防專用屋頂水箱、自來水箱、電梯機房、停車空間、台電配電場所、發電機房、電信機房、垃圾暫存空間、垃圾車暫停車位、裝卸位、汽車坡道、消防機房、水箱、雨水機房、噴灌機房等２０項,鋼筋混凝土造,108年7月29日,十一層,
RPXPMLNKRHGGFEF66CC,6,151.58,日用品零售業或服務業,鋼筋混凝土造,104年10月1日,十三層,
RPRRMLNKRHGGFEF88CC,27,44.81,住家用,鋼筋混凝土造,83年9月21日,七層,
RPRRMLNKRHGGFEF88CC,27,27.29,共有部份,鋼筋混凝土造,83年9月21日,七層,
RPQRMLNKRHGGFEF78CC,27,24.67,住家用,鋼筋混凝土造,83年6月29日,十八層,
